arquivo,pasta,condicao,nivel,espiras,alfa,numero,ordem,bloco,sha256,campanha
p1018.bmp,p1_Noload,Healthy,0,0,0.0,18,17,3,c2fcb38ed7e3765d57646c15e57a171397bc69e45ff91eb69c7b6e5877127112,A
p1019.bmp,p1_Noload,Healthy,0,0,0.0,19,18,4,a954cb5c0a8ded7c3de3221b9c5e83468ec828d25b051981873c8ed37c4ba732,A
p1020.bmp,p1_Noload,Healthy,0,0,0.0,20,19,4,eb79fa66c33c514e84b095ed5ff489e4c319f36c657e400e1f675f1380f7e434,A
p1021.bmp,p1_Noload,Healthy,0,0,0.0,21,20,4,68581c1876807a87affbca05210a0277525772ea4558fb9485fb44a059041183,A
p1022.bmp,p1_Noload,Healthy,0,0,0.0,22,21,4,eef020d2bf21502c08b87446b3176d44acb110208e3bf20f42332f68fe121cab,A
p2001.bmp,p2_80,SC80,1,80,0.13333333333333333,1,0,0,8668445c0e0de951dfebf0d1cdf634be053b39fe8c92e6fd49b9ae74a95c3867,B
p2002.bmp,p2_80,SC80,1,80,0.13333333333333333,2,1,0,ab03e34602da0754337c2ce7979ca498fcf3db869d30af09eedd40d583463203,B
p2003.bmp,p2_80,SC80,1,80,0.13333333333333333,3,2,0,bfc00b0b9d34f3ca0047c0cfdb400832da7ac26ed4aa63190532f4c48ad6e762,B
p2004.bmp,p2_80,SC80,1,80,0.13333333333333333,4,3,0,b892e986a87455515760366d40941c29f9b1a8a7e38105a5cc080ac234a3b7b4,B
p2005.bmp,p2_80,SC80,1,80,0.13333333333333333,5,4,0,e6d083fa862e7e3c63732cb673bd9b9484f2904eb7fdd8b1f872ec9389f96e79,B
p2006.bmp,p2_80,SC80,1,80,0.13333333333333333,6,5,0,8b4103d2a0516075fab0cd1e96b4bf5f907363874c81642b61f63ebc7bf20c16,B
p2007.bmp,p2_80,SC80,1,80,0.13333333333333333,7,6,1,2e06bb8ed46f0d507e4295d0c21a203ebb11a702038e18ef50a68911acd89aa6,B
p2008.bmp,p2_80,SC80,1,80,0.13333333333333333,8,7,1,85afabf96b40b0985fa332f7d5471ac5ec037950d99527eff72ab72b40e9bc4d,B
p2009.bmp,p2_80,SC80,1,80,0.13333333333333333,9,8,1,f633870b61c12ec9f9f3b184c8a2285868500bcb218783b4b18c2cc3b258ee9a,B
p2010.bmp,p2_80,SC80,1,80,0.13333333333333333,10,9,1,e26c239e7971c88b1b9529f30edab674769d6b31f2467e31fbf194b1372fc2ed,B
p2011.bmp,p2_80,SC80,1,80,0.13333333333333333,11,10,1,62e4961028244e0bd1f25971966f9f1a7e65064d6ac87407d7b8513bec368881,B
p2012.bmp,p2_80,SC80,1,80,0.13333333333333333,12,11,2,e82e1c2135c3f064d37b2a970250d1f37bc9e84e78a44c4e1f1e56c6fbc02273,B
p2013.bmp,p2_80,SC80,1,80,0.13333333333333333,13,12,2,d018f10471b8fd6ce49f014b41d0c1ab600b5afa56c4262a7256d3d865f4b9c5,B
p2014.bmp,p2_80,SC80,1,80,0.13333333333333333,14,13,2,edc6008f8cb207ffba63252e157c106e7213178a14605a8b0b2d5bce96c8eabd,B
p2015.bmp,p2_80,SC80,1,80,0.13333333333333333,15,14,2,8161b6ea79cf5b638f70aff997ed60a8956d5a6a0b00550c4af371e9732e8f84,B
p2016.bmp,p2_80,SC80,1,80,0.13333333333333333,16,15,2,7cda4116b093517995f3685a91c0e1e8d24fa8acd33f22766135c11a0e182347,B
p2017.bmp,p2_80,SC80,1,80,0.13333333333333333,17,16,3,12b3b49bffcf0cbcea75666eb1e627675ef837281a442e7290aac81c73af83a9,B
p2018.bmp,p2_80,SC80,1,80,0.13333333333333333,18,17,3,4c7e6fbbc3666b3d5791166fd1060f58d5b2604242205aa3aab89508d6a658b9,B
p2019.bmp,p2_80,SC80,1,80,0.13333333333333333,19,18,3,295a82ea72720532e07fe8b70833ce70511ee2dbb0a8e379d432674317a7b53a,B
p2020.bmp,p2_80,SC80,1,80,0.13333333333333333,20,19,3,0f0e5f236400f3d9124c109861a61d08eaf2258bd6acb64adb142dec84797dcd,B
p2021.bmp,p2_80,SC80,1,80,0.13333333333333333,21,20,3,2d5cca377344814d78d4ac3e488f4eb3f6f89a7a9136961b315cdc02e737b10a,B
p2022.bmp,p2_80,SC80,1,80,0.13333333333333333,22,21,4,f0890e69f087fdb9bcf26a5a1c3527265a8913a8f7480e9c6fecb1354fc73a28,B
p2023.bmp,p2_80,SC80,1,80,0.13333333333333333,23,22,4,32732f6c49c9450825fc073fe5d96e069d3b7dfc681c3135dc165149758ba452,B
p2024.bmp,p2_80,SC80,1,80,0.13333333333333333,24,23,4,9b05c2cf48bdd05c1962b6745b6e1b11eef32b927453a1dbab2f8da700416c88,B
p2025.bmp,p2_80,SC80,1,80,0.13333333333333333,25,24,4,2987d28a4392e8281deaad01a8148c5dca89415d1b9742ba77294e08030aabc8,B
p2026.bmp,p2_80,SC80,1,80,0.13333333333333333,26,25,4,4bfd54cd072713dde0874e324e0dc41239adeec0a4d8ab7845e173109afbef72,B
p3027.bmp,p3_160,SC160,2,160,0.26666666666666666,27,0,0,362ffccd10fd1ff2612ad096c8fc7196ddce0b5d7ef9a4e0f81e19f87bf6eb52,B
p3028.bmp,p3_160,SC160,2,160,0.26666666666666666,28,1,0,d8d6bd473fbd56cc9b552859623458e5570d5c5509f31e6a62ac513eb0cb6472,B
p3029.bmp,p3_160,SC160,2,160,0.26666666666666666,29,2,0,7ff3708bc9102bce0e37d264b0cb9acaa8e8e6a1420604479e49238ccfe5caa6,B
p3030.bmp,p3_160,SC160,2,160,0.26666666666666666,30,3,0,c3a7dbff248b8a809cff8b02e848917e8ba3b4bbdb74286db07855746c20d7d4,B
p3031.bmp,p3_160,SC160,2,160,0.26666666666666666,31,4,0,37c7d2f37d197c5659591fa9f7f8355ba6c97427bbef891f686aeb63cd74a18b,B
p3032.bmp,p3_160,SC160,2,160,0.26666666666666666,32,5,0,c66fa3d10afb5fe2c3abd5ce6679d80cdda4c6d51ee4f5380ba7eab611e37f4d,B
p3033.bmp,p3_160,SC160,2,160,0.26666666666666666,33,6,0,e259bd41c8384e02ae8a11f2ed4552792cdc680c05d4cfe700225f2d2a148dbc,B
p3034.bmp,p3_160,SC160,2,160,0.26666666666666666,34,7,1,4b0349ab99f3715eb6b71a86e973ad336311a83d3c2c365d327fdcee9cee96ea,B
p3035.bmp,p3_160,SC160,2,160,0.26666666666666666,35,8,1,541b470829ab6fd231a6975f74787b941abc6f245ba1e31ec8b4f3750bc11e23,B
p3036.bmp,p3_160,SC160,2,160,0.26666666666666666,36,9,1,50201039632a1ec9f4143b73d552527301c6a9bb699533a7071c9010c56c9810,B
p3037.bmp,p3_160,SC160,2,160,0.26666666666666666,37,10,1,158d0ff2af40e0e35940f66edaa43ba7f5aed7c38f05fbc27da8713aa213fa88,B
p3038.bmp,p3_160,SC160,2,160,0.26666666666666666,38,11,1,62de047a91f43129ea357928eeecf94a5ef8679d195e677a51019ecef87da7c7,B
p3039.bmp,p3_160,SC160,2,160,0.26666666666666666,39,12,1,caab808f93d7a28be48bd46f9c35e67de8b682023fcf0241c13e32886e0a2bbb,B
p3040.bmp,p3_160,SC160,2,160,0.26666666666666666,40,13,2,70c6b85ed59e92361c36b625df78c970f9d65b39b848a516577aa68d4b7c6220,B
p3041.bmp,p3_160,SC160,2,160,0.26666666666666666,41,14,2,33ccc51d099f1ed1e0a5899bb37c9afcaf4c1bbb401088ff89f295a34441c575,B
p3042.bmp,p3_160,SC160,2,160,0.26666666666666666,42,15,2,41864a82cff80b91797a464ffe1d92bc28fb82649d9b9d9249e645138be92e3d,B
p3043.bmp,p3_160,SC160,2,160,0.26666666666666666,43,16,2,6219bfc047583957d88348cb516c0d8c1ae2ef1dc416f84cc6d3af68885e227e,B
p3044.bmp,p3_160,SC160,2,160,0.26666666666666666,44,17,2,534a0ee6cb4af3fcca4c416766b7f6d0b8c4e86e7d35fdad2217320d93693670,B
p3045.bmp,p3_160,SC160,2,160,0.26666666666666666,45,18,2,6cc5b9ddbd9d6bf4a0c67bdf52063ebf3a66463d0b644eea4a32d58f4966d58e,B
p3046.bmp,p3_160,SC160,2,160,0.26666666666666666,46,19,3,21970042015af833aaa11f4ba96e516c76206611dc2acb8654f8ba7a781535ef,B
p3047.bmp,p3_160,SC160,2,160,0.26666666666666666,47,20,3,39e132ef305a1b04bd3d9aedde85e8b0d71e1ddcec9d10292ace88b3c8c841cd,B
p3048.bmp,p3_160,SC160,2,160,0.26666666666666666,48,21,3,cdc86a71307fca52ef4b6df77629062686b047750f363b565d63c9613e23bb99,B
p3049.bmp,p3_160,SC160,2,160,0.26666666666666666,49,22,3,381dea1065136114302055c105e4de9ad48acfb818f40f95c0b15a95d4522ee2,B
p3050.bmp,p3_160,SC160,2,160,0.26666666666666666,50,23,3,bd33e45cc7e6d417f1d0901d46df356cea06132f295d1e4af41bdb7b01bc671f,B
p3051.bmp,p3_160,SC160,2,160,0.26666666666666666,51,24,3,8aebf48159a57598ed8ee13005d6370c05f26f74a2b618ee28562b3d4932f940,B
p3052.bmp,p3_160,SC160,2,160,0.26666666666666666,52,25,4,66f1df4a604fc14ef60afe8ee5592dfb0079093ee5c9279e2783193689f07909,B
p3053.bmp,p3_160,SC160,2,160,0.26666666666666666,53,26,4,2252442bd1ac2a1ab861f9f914ca41864eae68905669d0a234ba45631a1df21f,B
p3054.bmp,p3_160,SC160,2,160,0.26666666666666666,54,27,4,9c737d6dfb1424c3971057505f869a59b22f4253f32e79e709c94d1f13717893,B
p3055.bmp,p3_160,SC160,2,160,0.26666666666666666,55,28,4,e972559c0c36e07fdbd83ea6407d533eeaad416fced9550ab3193a434740cd4f,B
p3056.bmp,p3_160,SC160,2,160,0.26666666666666666,56,29,4,f3aceac590d49ff982555fea567a676e18a47219f9e513e8060dae1b66f6d007,B
p3057.bmp,p3_160,SC160,2,160,0.26666666666666666,57,30,4,25d2eed648647f396496e4d6d1887186d2f1e881864d748214edec680960b2ae,B
p4001.bmp,p4_240,SC240,3,240,0.4,1,0,0,622e81ca04776b3069e1006ff65a078a1b53835f9da46e238dd18488ffbf96a5,C
p4002.bmp,p4_240,SC240,3,240,0.4,2,1,0,cca5685667c24c610a2fe29ff621247fbad88f2b0710d83dfc178caad42f9809,C
p4003.bmp,p4_240,SC240,3,240,0.4,3,2,0,db710d52d01af0177a60a8741a18ef3cf4ceeb859df919f19d86bd98995ecce9,C
p4004.bmp,p4_240,SC240,3,240,0.4,4,3,0,7b427b7e4a828cbc3929dc94cc72970e9cd48135d267578af5e4f9994cb3f5c8,C
p4005.bmp,p4_240,SC240,3,240,0.4,5,4,0,cb83868565f0c9f31ccf8721a9d9737f3e9458e15ac54b2798002a99e9c73c22,C
p4006.bmp,p4_240,SC240,3,240,0.4,6,5,0,e81358ec630bf56f36e2f494925f66b5c51e13ef1780a423139bf54e5826af90,C
p4007.bmp,p4_240,SC240,3,240,0.4,7,6,1,9262e4874a999c23c4c9acae161bb2c7946689c380c2a11bfc6649bd36af0e95,C
p4008.bmp,p4_240,SC240,3,240,0.4,8,7,1,2b226307a0f641380fe1e83834b843ef8402f01cde1eec759cd562de81902093,C
p4009.bmp,p4_240,SC240,3,240,0.4,9,8,1,130714a2f195d027126521c25b6c594c36b9db0816a7133590c998c94506e6c5,C
p4010.bmp,p4_240,SC240,3,240,0.4,10,9,1,6ad7c75a4f5dfb93e5e104ed460d9e1a28fd476d5b76aab5a684b1ace3e81406,C
p4011.bmp,p4_240,SC240,3,240,0.4,11,10,1,067e69a27458a2b09488122727f08abcdc2704ada1c774d3600bb507bad3702d,C
p4012.bmp,p4_240,SC240,3,240,0.4,12,11,2,52cc37041f65707b96c5d9cbcad5b5c39bd613b6d9a6e6c8744363c0d6524fa3,C
p4013.bmp,p4_240,SC240,3,240,0.4,13,12,2,8ad6003f57fa1fccea1bf55beb9509fbf48e895f0804cede6018c7eeace831ad,C
p4014.bmp,p4_240,SC240,3,240,0.4,14,13,2,ab2c8bbc3452df893e48ce4aa7c10d687cf43513aefd7f558d43ce0989e31702,C
p4015.bmp,p4_240,SC240,3,240,0.4,15,14,2,a7d9ae92a1976247ac4886a0eca34a5b379692c7df053a1353fc8503f3d638b9,C
p4016.bmp,p4_240,SC240,3,240,0.4,16,15,2,9688bdefc2e67d7e2c8d1cf05070515e2421aaf618798c9ae0a09f8544ead0e3,C
p4017.bmp,p4_240,SC240,3,240,0.4,17,16,3,d3b7c2218c6cd011589bd8ad824396e78be99217e6428cc0601a2ebbb8e55173,C
p4018.bmp,p4_240,SC240,3,240,0.4,18,17,3,95db78cf38399f1e093447ff906d95d113ba8ec5cef77ca8b2822058528548d2,C
p4019.bmp,p4_240,SC240,3,240,0.4,19,18,3,e579886360a36330b98150b7755b0dc135cd96b309afb8cacaa5afa7c3e73c72,C
p4020.bmp,p4_240,SC240,3,240,0.4,20,19,3,6f2fac8d7f9c9fc6748ebcbacace8ba23c19ad88cf8af2cf6773ee0eb0e882e7,C
p4021.bmp,p4_240,SC240,3,240,0.4,21,20,3,51296f52e2bd56aa561a73b856c4ce915140bb66bd1f0e3903618c8f663cf949,C
p4022.bmp,p4_240,SC240,3,240,0.4,22,21,4,8ce48e2dcc5ea23281ce8bbd467a767b28244d06f76a84fc8a761a353ca091eb,C
p4023.bmp,p4_240,SC240,3,240,0.4,23,22,4,e57e11134c6c4c7f5f2492c5e8cbc97d6d105ce513f82062a0684b814ae46186,C
p4024.bmp,p4_240,SC240,3,240,0.4,24,23,4,de40d5f1f87a2cc805ba9169c6c46914ba8de3fb46d6d0114be0c448b3c15b24,C
p4025.bmp,p4_240,SC240,3,240,0.4,25,24,4,4ac19587dd29db5a4e17b65f7a45a2b8ac72c869b52d00368dcc4eada0423b7f,C
p4026.bmp,p4_240,SC240,3,240,0.4,26,25,4,b34b75b2d13782e5774b5a39834569c819a7a4421f9f4f18d9783f4490ffade6,C
p5027.bmp,p5_320,SC320,4,320,0.5333333333333333,27,0,0,2a9be2ef5b478484613ea951bd1376ef5cdd84646dd99bbc7cdeec23d942d7c3,C
p5028.bmp,p5_320,SC320,4,320,0.5333333333333333,28,1,0,4aae4dfccd1744adeaa339307ad16ecad9726de2a476d6fa04f84d0d90cf4974,C
p5029.bmp,p5_320,SC320,4,320,0.5333333333333333,29,2,0,6c14e34245561bcf69db7c171789c9cee62e209d721f5e93054875df8a4071ed,C
p5030.bmp,p5_320,SC320,4,320,0.5333333333333333,30,3,0,c2bdf01b0790d04797632f561afdf5533d7a34a7d2adac95214bf59a746886fc,C
p5031.bmp,p5_320,SC320,4,320,0.5333333333333333,31,4,0,53aba05bbe2645d2200ad8df6b829c6423a3973d184195097a4ef91a9046a437,C
p5032.bmp,p5_320,SC320,4,320,0.5333333333333333,32,5,0,4dae0f2559a65c89518d48b6b204b75b1ebb167cf628472fed87c35ec9be4661,C
p5033.bmp,p5_320,SC320,4,320,0.5333333333333333,33,6,1,8e8f59b3c4bef407e92f893e2acb1c067709f597768368354ca00321b9e07ace,C
p5034.bmp,p5_320,SC320,4,320,0.5333333333333333,34,7,1,94deecf594a4e1c2ed8e5d69bb435d9aa86727c675334137c96a288483469ff0,C
p5035.bmp,p5_320,SC320,4,320,0.5333333333333333,35,8,1,63c8f16cf533988e4d83b91bf4ad16fbb371cbaf5713990261ad33a21b57234e,C
p5036.bmp,p5_320,SC320,4,320,0.5333333333333333,36,9,1,eff8538bb307271e92a6ed16cc2b1a8410f2c09fbcafc6e88d24fcad877a1308,C
p5037.bmp,p5_320,SC320,4,320,0.5333333333333333,37,10,1,7e29cd7c0f58bb80a40b7de5d63d5fee57da9c1298138d2eeb2f83967efa7454,C
p5038.bmp,p5_320,SC320,4,320,0.5333333333333333,38,11,2,c3bf7a27305048fb09007d3fcea025ed5d388711c4abf823c4a85c6b9964fd72,C
p5039.bmp,p5_320,SC320,4,320,0.5333333333333333,39,12,2,e699404db88d57af2a977c6375a2b8dab8672d9acdc91a5f235f00d6459b5b2c,C
p5040.bmp,p5_320,SC320,4,320,0.5333333333333333,40,13,2,b6b541700d6132faa8ccfff63f9722543809c2dc08682d8e206e41f3a4548ad1,C
p5041.bmp,p5_320,SC320,4,320,0.5333333333333333,41,14,2,d490bcdf891cfbc5146ecb1935599205eb95ac0b85794e6f5ae4941d4c256081,C
p5042.bmp,p5_320,SC320,4,320,0.5333333333333333,42,15,2,950777e5868f2c848c17004a7b2ef77280536ea4d94c3ac462f356dea19f1d6d,C
p5043.bmp,p5_320,SC320,4,320,0.5333333333333333,43,16,3,5782a020a25bd1d4318e1429147c76df44299fc5e6e2ac80922765c69af8fb1f,C
p5044.bmp,p5_320,SC320,4,320,0.5333333333333333,44,17,3,ea91064017a653365c6316adedfd735e43d0911f9f7d1122b825ae1e561a1ad6,C
p5045.bmp,p5_320,SC320,4,320,0.5333333333333333,45,18,3,a46c6c508f5a7e3f1ad38010656f49ec4fb9dbafae2e204ddef6c8ec82c2a638,C
p5046.bmp,p5_320,SC320,4,320,0.5333333333333333,46,19,3,165fb9e6cb155a2be91eb662bac513c5bee87103abbd38f6adaeaa45bf66b870,C
p5047.bmp,p5_320,SC320,4,320,0.5333333333333333,47,20,3,598a0197ddef643b3dd9e74d9f4d74bd84d7a30df73146b632666e31d19ccd46,C
p5048.bmp,p5_320,SC320,4,320,0.5333333333333333,48,21,4,caac11f9172e5ac8a4acdd48186f3466d039b3887bcf9c36afb76d0112154b7c,C
p5049.bmp,p5_320,SC320,4,320,0.5333333333333333,49,22,4,a6ade9b1d73ad3f971e97b3372255d8cbaa1327c6ef32418b83a6df50dfac1fc,C
p5050.bmp,p5_320,SC320,4,320,0.5333333333333333,50,23,4,e8a87215aea2a5579d0d18da292e8357cdbeb7e3bf5387392c004fa1fdf18d90,C
p5051.bmp,p5_320,SC320,4,320,0.5333333333333333,51,24,4,70b34f187be3fafbe63772bd3d47f5f324d9d2cb35a95dc6087a25f1a2bc6e28,C
p5052.bmp,p5_320,SC320,4,320,0.5333333333333333,52,25,4,0a6975e10f6130539aa0dd677cc1dc6c2140f0ff70ae06b0582f0a1f6c80019f,C
p6001.bmp,p6_400,SC400,5,400,0.6666666666666666,1,0,0,9bde9fe83e60a1ddf8e13ab85356e194a0b429863769c992511fdf8bdef83948,D
p6002.bmp,p6_400,SC400,5,400,0.6666666666666666,2,1,0,c172ac8c8b89e08e00e36885cd6dd5ca4ee0223bfd0908d6410e5e4685cc46f0,D
p6003.bmp,p6_400,SC400,5,400,0.6666666666666666,3,2,0,0a5b4559d1bfcc2359cf06e3158feb2fcc840eaeca682d8a3042af8a8d92d81b,D
p6004.bmp,p6_400,SC400,5,400,0.6666666666666666,4,3,0,8518767dc2b9e7f4fa1c77aaf21c6525667a5de0ae67952b458d19d4b94f37ec,D
p6005.bmp,p6_400,SC400,5,400,0.6666666666666666,5,4,0,1cb8d77bf2605b06d07ce3efe9618481a8ded5dd39beb80c232e392729c28bac,D
p6006.bmp,p6_400,SC400,5,400,0.6666666666666666,6,5,1,dedc654280a9adffe563e765f06eb8d24ef02c4628c7caaaab3bdd2f20b079f1,D
p6007.bmp,p6_400,SC400,5,400,0.6666666666666666,7,6,1,c53e729c4d793d26a768d976ccf91a5378f9d23cdcddafdfda559757af6c617e,D
p6008.bmp,p6_400,SC400,5,400,0.6666666666666666,8,7,1,9b690786fa95026387bc1e622e7e9603f6554cc4f05033ea8eebba387eefcbb6,D
p6009.bmp,p6_400,SC400,5,400,0.6666666666666666,9,8,1,e02e786132001be2487cdd1c01bb019315a159cce32d403e1f74c8d7c90243d1,D
p6010.bmp,p6_400,SC400,5,400,0.6666666666666666,10,9,1,c2af62265426685801b823df06e8a458140a97c550d313671be0cbb20dacfae3,D
p6011.bmp,p6_400,SC400,5,400,0.6666666666666666,11,10,2,f5da8b555012c3a38a31e6458dc316993d033c94198b78c1fdcbfac15cf7f7e4,D
p6012.bmp,p6_400,SC400,5,400,0.6666666666666666,12,11,2,10f2661e6b6c1a86627e2d199e6629c3248e363109523999e38a68e2b23aa288,D
p6013.bmp,p6_400,SC400,5,400,0.6666666666666666,13,12,2,1515f68acc7e1e92ad806fc97ab8f349ffbbd2c01c3e466a812be1d84106f48b,D
p6014.bmp,p6_400,SC400,5,400,0.6666666666666666,14,13,2,a172acc8189d35b3cafadc600b1bb513e976945d50b82410c6be3c9c6a4d7cce,D
p6015.bmp,p6_400,SC400,5,400,0.6666666666666666,15,14,2,b62149a7a3a4176cee4603658a2ae0ecb88f8bc2e194fe1f6adf658f6b1962d5,D
p6016.bmp,p6_400,SC400,5,400,0.6666666666666666,16,15,3,db2f3e84a3e875ce6b7ed959f3df4bf489c693e85f82a2ff85b1d6ea491fcc59,D
p6017.bmp,p6_400,SC400,5,400,0.6666666666666666,17,16,3,1789e321515e740b3dc14775e3beb916ed23548b29675cd2e9d984f43f96489c,D
p6018.bmp,p6_400,SC400,5,400,0.6666666666666666,18,17,3,549022d1d03b60e40e977fc2fcfad147d749f64f90e6ceb033a618ff0ec12cb0,D
p6019.bmp,p6_400,SC400,5,400,0.6666666666666666,19,18,3,46018781bd7234ed1c6aa80b632e9f7293368ad4631d733012fb5869ceeae596,D
p6020.bmp,p6_400,SC400,5,400,0.6666666666666666,20,19,3,09526ac93397fd5f20b1d0d0c2b92c9da387d4ff2cb5e06a9e3dad3eed47d2f4,D
p6021.bmp,p6_400,SC400,5,400,0.6666666666666666,21,20,4,b7a302fb522b34fb1b349b39e99745f45c2d181a524e7447e4d89f9b4b5d6cdc,D
p6022.bmp,p6_400,SC400,5,400,0.6666666666666666,22,21,4,06ec14a80014a5100d3d047ff24abfa2d4edfd3b33206bfcb96bfcdf7fa95d99,D
p6023.bmp,p6_400,SC400,5,400,0.6666666666666666,23,22,4,aed879b11ce5f171bcbf922188db5a7ea27ff55d4384d28f34dbcee81df5ad73,D
p6024.bmp,p6_400,SC400,5,400,0.6666666666666666,24,23,4,5f83ac56647ae380ac9c08f5a678aac41bcccaf843381a4ebb6d25ff7180a408,D
p6025.bmp,p6_400,SC400,5,400,0.6666666666666666,25,24,4,bab50aafffcc7b4bbf1acf5714c3bb7a22a695bc91dd1256d866078efb77d784,D
p7026.bmp,p7_480,SC480,6,480,0.8,26,0,0,d5e022877677e2057cc006cca165de6e804ea6cdc432512bf725aa68474afbd1,D
p7027.bmp,p7_480,SC480,6,480,0.8,27,1,0,97ce3999724b92a7d0c3dc45ab1812590b361f9cbd4b0829726a886fb89b0574,D
p7028.bmp,p7_480,SC480,6,480,0.8,28,2,0,473d8e679d443b8fdfb72b2c2d4d542bac903b51586fa28d5d107ea7287637bb,D
p7029.bmp,p7_480,SC480,6,480,0.8,29,3,0,652aa597dd8ce8085edc932d250c0cb29e8594e6f30bad2d22288f097e2334ea,D
p7030.bmp,p7_480,SC480,6,480,0.8,30,4,0,e3c50a5c5288cd2c55cae076cebab0a4b656539a47fd45df3fbebebf4d5940b8,D
p7031.bmp,p7_480,SC480,6,480,0.8,31,5,0,c07b98bc7a8096671c535f1619462cc1930f1044d3f81abde47f2e3f7b88e500,D
p7032.bmp,p7_480,SC480,6,480,0.8,32,6,1,c41c26d34f1ed442c927f131f0641c6268e1b5b94e6aafa15070d795848a6d0c,D
p7033.bmp,p7_480,SC480,6,480,0.8,33,7,1,90d3243eda4b8e91f945629b30d67ce014f269ec75a0004f6ffe116993bf9481,D
p7034.bmp,p7_480,SC480,6,480,0.8,34,8,1,2c4812ca641879176e6764c4edd3211c3166a9e97694e14714d5633febe89c41,D
p7035.bmp,p7_480,SC480,6,480,0.8,35,9,1,09b002faf6a8e7be46079c138a853ad4c9af8cf054db9dfcc60583f6ae5a6775,D
p7036.bmp,p7_480,SC480,6,480,0.8,36,10,1,26747ec4d263ed0ab58955b9f6b3f8c7411545131ee7997b29fb68e9a567394b,D
p7037.bmp,p7_480,SC480,6,480,0.8,37,11,1,42ea8fb9aca7d82eb6ba46e4697f27f332a65be7467e9a7234dfffba47e6f7fd,D
p7038.bmp,p7_480,SC480,6,480,0.8,38,12,2,a70775cf3899f31a0f50616c4540c8f33d6a9f888f6a3aadab62d7d81027ef13,D
p7039.bmp,p7_480,SC480,6,480,0.8,39,13,2,100a6f34038b248215ae175f5059ba594afc32007aed7f25d160eaddffab0bbc,D
p7040.bmp,p7_480,SC480,6,480,0.8,40,14,2,ce687404459aac765817351cd414b9ec26bc50e20927ddca9f2640ad909f58c8,D
p7041.bmp,p7_480,SC480,6,480,0.8,41,15,2,9f66f4a6c4177dab1531599190f82af292c19e5524765cb109f1ed1024e87576,D
p7042.bmp,p7_480,SC480,6,480,0.8,42,16,2,c446cfa8ab12e8215835575c99d6472ce110072ecab17bae7669e720442074fa,D
p7043.bmp,p7_480,SC480,6,480,0.8,43,17,3,636b211f54d08830830796096b886c825851748441b64eab4456e6b96f2af9dc,D
p7044.bmp,p7_480,SC480,6,480,0.8,44,18,3,33da5477e56af9fdd36adce3ae3a7ecf07cb22ea80fd1ab35bd9adc96d18b540,D
