sample_index,fold,binary_probability,binary_prediction,multiclass_prediction,multiclass_confidence,alpha_prediction,file,folder,filename,condition,turns_short,alpha,severity_level,width,height,mode,sha256,roi_area_fraction,hot_area_fraction,visual_intensity_mean,visual_intensity_p50,visual_intensity_p90,visual_intensity_p95,visual_intensity_integrated,hotspot_centroid_x,hotspot_centroid_y,hotspot_distance_center,hotspot_dispersion,visual_intensity_skewness,relative_gradient_mean,relative_gradient_p90,visual_entropy,hot_components,largest_hot_component_fraction,hsv_hue_mean,hsv_saturation_mean,hsv_value_mean,rgb_r_hist_0,rgb_r_hist_1,rgb_r_hist_2,rgb_r_hist_3,rgb_r_hist_4,rgb_r_hist_5,rgb_r_hist_6,rgb_r_hist_7,rgb_g_hist_0,rgb_g_hist_1,rgb_g_hist_2,rgb_g_hist_3,rgb_g_hist_4,rgb_g_hist_5,rgb_g_hist_6,rgb_g_hist_7,rgb_b_hist_0,rgb_b_hist_1,rgb_b_hist_2,rgb_b_hist_3,rgb_b_hist_4,rgb_b_hist_5,rgb_b_hist_6,rgb_b_hist_7,visual_coherence
54,1,0.998384921724976,1,2,0.9979847739802155,0.27593350346843404,Dataset\IR_trans_bmp\p3_160\p3033.bmp,p3_160,p3033.bmp,SC160,160,0.26666666666666666,2,320,240,RGB,e259bd41c8384e02ae8a11f2ed4552792cdc680c05d4cfe700225f2d2a148dbc,0.40984375,0.12139407802770365,0.19088619947433472,0.1882352977991104,0.2235294133424759,0.23137255012989044,0.07823351542154948,0.46885102074630575,0.5748609868749625,0.08108283581893505,0.1679168959434887,0.16160003565086486,0.04281112924218178,0.10653393715620041,1.8688442939713212,36.0,0.06255559791587241,0.7445877330929207,0.9936473173253676,0.5286613913143382,0.07980683695514043,4.764773160503241,3.067225822849155,0.0881941796924641,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0387596899224807,6.961240310077519,0.0,0.0,0.0,0.9592928284366515
58,1,0.9989376530294192,1,2,0.9993055781188839,0.26258416037014076,Dataset\IR_trans_bmp\p3_160\p3037.bmp,p3_160,p3037.bmp,SC160,160,0.26666666666666666,2,320,240,RGB,158d0ff2af40e0e35940f66edaa43ba7f5aed7c38f05fbc27da8713aa213fa88,0.41606770833333334,0.11673029980597108,0.19544051587581635,0.19607843458652496,0.22745098173618317,0.239215686917305,0.08131649017333985,0.4870399387113332,0.5724548646516089,0.0736048272893087,0.16304775547316624,0.12887260731381106,0.04369227960705757,0.10980391502380371,1.9075796788626802,33.0,0.060868748826438,0.7469515667281337,0.9939602122587317,0.5328083113128064,0.05583025599298992,4.26387932653189,3.5358327595919135,0.1444576578832071,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7873818614257996,7.2126181385742,0.0,0.0,0.0,0.9323981161193916
63,1,0.9992520283902044,1,2,0.9996579437594804,0.2820470473370609,Dataset\IR_trans_bmp\p3_160\p3042.bmp,p3_160,p3042.bmp,SC160,160,0.26666666666666666,2,320,240,RGB,41864a82cff80b91797a464ffe1d92bc28fb82649d9b9d9249e645138be92e3d,0.40720052083333336,0.10072586576279859,0.2000730186700821,0.20392157137393951,0.23137255012989044,0.239215686917305,0.0814698346455892,0.5062183953335854,0.5697733407123365,0.070049893038352,0.15751148941129126,0.17139675463672868,0.03531162068247795,0.07998461276292801,1.8096354300244948,13.0,0.05301697950308573,0.7493309148863041,0.9939967136757046,0.5372772216796875,0.013046397851181531,3.847664119208263,3.968663063984907,0.17062641895564865,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45380999584305953,7.546190004156941,0.0,0.0,0.0,0.8398324758584463
64,1,0.9999462392779099,1,2,0.9991841406397519,0.2620210391756489,Dataset\IR_trans_bmp\p3_160\p3043.bmp,p3_160,p3043.bmp,SC160,160,0.26666666666666666,2,320,240,RGB,6219bfc047583957d88348cb516c0d8c1ae2ef1dc416f84cc6d3af68885e227e,0.412109375,0.11924170616113744,0.2020951211452484,0.20392157137393951,0.23137255012989044,0.24313725531101227,0.08328529357910157,0.48639611324191456,0.5765229362302869,0.0777227476626462,0.15947999438799437,0.17385403617768436,0.03623279929161072,0.08663027733564377,1.82398302613174,28.0,0.062496050552922594,0.7504147151328998,0.9941796994676777,0.5389981138939951,0.007835703001579779,3.6125118483412324,4.177440758293839,0.20221169036334913,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3943127962085308,7.60568720379147,0.0,0.0,0.0,0.9062044300673585
76,1,0.9986524419786579,1,2,0.9977267503372312,0.25780384880735197,Dataset\IR_trans_bmp\p3_160\p3055.bmp,p3_160,p3055.bmp,SC160,160,0.26666666666666666,2,320,240,RGB,e972559c0c36e07fdbd83ea6407d533eeaad416fced9550ab3193a434740cd4f,0.41356770833333334,0.1470940117121088,0.19697296619415283,0.19607843458652496,0.22745098173618317,0.239215686917305,0.08146165847778321,0.4522543195431835,0.5655069499050448,0.08106053594781172,0.16385001851349865,0.09407254968990379,0.03974141553044319,0.0954158753156662,1.9541370072123962,27.0,0.07209873433662868,0.7477974492078386,0.9943429984298406,0.5341586842256434,0.02896543038851458,4.1816006548706,3.628990617719287,0.16044329702159812,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8233738429569927,7.176626157043008,0.0,0.0,0.0,0.8727216721509943
78,1,0.9983092883557315,1,2,0.9969569536575991,0.27599915003023445,Dataset\IR_trans_bmp\p3_160\p3057.bmp,p3_160,p3057.bmp,SC160,160,0.26666666666666666,2,320,240,RGB,25d2eed648647f396496e4d6d1887186d2f1e881864d748214edec680960b2ae,0.4208854166666667,0.10821680485088479,0.19269311428070068,0.19607843458652496,0.22745098173618317,0.239215686917305,0.08110172271728516,0.45862962817308867,0.5641827830005678,0.07636057424348558,0.1549801143044572,0.024729978431229385,0.04075128212571144,0.10044116526842117,2.0025501118574525,28.0,0.05788268778616508,0.7455293452939508,0.9943416221469057,0.5298361385569853,0.08390050736295013,4.379903477292414,3.39982675411459,0.13636926123004578,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2399455512931568,6.7600544487068435,0.0,0.0,0.0,0.9360382666356191
81,1,0.999943485120607,1,3,0.9948474531390575,0.4024319820449219,Dataset\IR_trans_bmp\p4_240\p4003.bmp,p4_240,p4003.bmp,SC240,240,0.4,3,320,240,RGB,db710d52d01af0177a60a8741a18ef3cf4ceeb859df919f19d86bd98995ecce9,0.413671875,0.11514006924771797,0.262905478477478,0.250980406999588,0.32549020648002625,0.3294117748737335,0.10875659942626953,0.5416816312338841,0.5685472087816967,0.0802251719479555,0.14895264248238912,0.27271729266497075,0.03949796408414841,0.09493107795715332,2.4371489712246825,14.0,0.04431853950267548,0.7812357641465171,0.9956733254825367,0.5783349729051777,0.0,0.23393138180673592,3.8431224425558703,2.6641485678312873,1.2462071136292099,0.012590494176896443,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005036197670758578,7.999496380232924,0.0,0.0,0.0,0.9062508043980058
88,1,0.9998376177889956,1,3,0.996285052438994,0.4060532515019844,Dataset\IR_trans_bmp\p4_240\p4010.bmp,p4_240,p4010.bmp,SC240,240,0.4,3,320,240,RGB,6ad7c75a4f5dfb93e5e104ed460d9e1a28fd476d5b76aab5a684b1ace3e81406,0.4097265625,0.1277846632980583,0.2634364068508148,0.250980406999588,0.32549020648002625,0.3294117748737335,0.10793689727783203,0.5216150356315443,0.572350096279475,0.07550990793930443,0.14373773211161472,0.24710272805437603,0.039557911455631256,0.09444393217563629,2.418517087673206,11.0,0.08481901674770394,0.7815355695159741,0.9955770455154718,0.5785361495672487,0.0,0.22499761655067213,3.817840912702196,2.5987860298090064,1.3489687609241428,0.009406680013982902,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007627037849175327,7.999237296215083,0.0,0.0,0.0,0.9395679508518122
91,1,0.9999416837565349,1,3,0.9954193139970998,0.3898066889271564,Dataset\IR_trans_bmp\p4_240\p4013.bmp,p4_240,p4013.bmp,SC240,240,0.4,3,320,240,RGB,8ad6003f57fa1fccea1bf55beb9509fbf48e895f0804cede6018c7eeace831ad,0.41751302083333336,0.12983003274598473,0.25253450870513916,0.24313725531101227,0.3137255012989044,0.32549020648002625,0.10543643951416015,0.5331535846677372,0.5708649275467764,0.07823680804155224,0.14273346353294938,0.21336052817873447,0.03807289898395538,0.09476897865533829,2.4615586963504317,8.0,0.08573210665835022,0.775954603482891,0.9949993657130821,0.5721691655177696,0.0,1.0955247154217995,3.3212537034149383,2.8539529081553097,0.7292686730079526,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010229221893029784,7.98977077810697,0.0,0.0,0.0,0.9027387738320383
99,1,0.9997345791445152,1,3,0.9456243887079843,0.41033981002133124,Dataset\IR_trans_bmp\p4_240\p4021.bmp,p4_240,p4021.bmp,SC240,240,0.4,3,320,240,RGB,51296f52e2bd56aa561a73b856c4ce915140bb66bd1f0e3903618c8f663cf949,0.4063671875,0.15178313947899644,0.26539063453674316,0.25882354378700256,0.32549020648002625,0.33725491166114807,0.1078460439046224,0.4876728774504441,0.5677469091653075,0.06885928878375226,0.1441902047107767,0.241854558761229,0.041893716901540756,0.10595500469207764,2.484886299307367,11.0,0.10298311384536511,0.7825804129659131,0.9954872280943627,0.5793108771829044,0.0,0.2053253869076228,3.744560863853376,2.5033804351308917,1.525713736422186,0.021019577685923933,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.8744752118701858
101,1,0.9995372559193251,1,3,0.9805681511700443,0.3970900165448073,Dataset\IR_trans_bmp\p4_240\p4023.bmp,p4_240,p4023.bmp,SC240,240,0.4,3,320,240,RGB,e57e11134c6c4c7f5f2492c5e8cbc97d6d105ce513f82062a0684b814ae46186,0.4122265625,0.11368015414258188,0.25971367955207825,0.24705882370471954,0.32549020648002625,0.3294117748737335,0.10706087748209635,0.5205820395126194,0.5625082991228462,0.06580963310739725,0.149279827331216,0.2499336739083388,0.0411967895925045,0.1022619903087616,2.4988844551755323,12.0,0.0546448087431694,0.7795846608763967,0.9952201693665748,0.5759950525620404,0.0,0.48794971414131844,3.7198900786506206,2.5436052939132634,1.2338987333775546,0.014656179917243122,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017688493003569284,7.998231150699643,0.0,0.0,0.0,0.9223983937432589
106,1,0.9994305554511943,1,4,0.9988281452425373,0.5393705872550852,Dataset\IR_trans_bmp\p5_320\p5028.bmp,p5_320,p5028.bmp,SC320,320,0.5333333333333333,4,320,240,RGB,4aae4dfccd1744adeaa339307ad16ecad9726de2a476d6fa04f84d0d90cf4974,0.39828125,0.11072969792075324,0.29909420013427734,0.2823529541492462,0.3921568691730499,0.40392157435417175,0.11912361145019532,0.54321474954099,0.5284920514984265,0.05176206696490669,0.1425277003289676,0.3351924506595881,0.05277456343173981,0.12935233116149902,2.7838690391250482,8.0,0.05188309140839545,0.8015764119238827,0.997190647499234,0.6007036994485294,0.0,0.053877337517980906,3.010069308225448,1.6673205178501374,1.8124754805806198,1.423564796652282,0.0326925591735321,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.9652302977101264
120,1,0.9998422341475851,1,4,0.9947619286909597,0.5341570890789413,Dataset\IR_trans_bmp\p5_320\p5042.bmp,p5_320,p5042.bmp,SC320,320,0.5333333333333333,4,320,240,RGB,950777e5868f2c848c17004a7b2ef77280536ea4d94c3ac462f356dea19f1d6d,0.39533854166666665,0.11646136618141098,0.29496586322784424,0.2823529541492462,0.38823530077934265,0.40392157435417175,0.1166113789876302,0.5332081492697746,0.5350564313169139,0.04828803738609732,0.14267830913427598,0.3371657337422969,0.05375039204955101,0.13147492706775665,2.8280627039747075,9.0,0.05335616889532969,0.799325015957795,0.9967702229817709,0.5975380691827512,0.0,0.09669982214610368,3.127857189908438,1.6238719451946513,1.832026875699888,1.2855543113101904,0.03398985574072854,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007904617614122917,7.9992095382385875,0.0,0.0,0.0,0.9150742787869678
121,1,0.9998692855801907,1,4,0.9996529671573522,0.5312899996068536,Dataset\IR_trans_bmp\p5_320\p5043.bmp,p5_320,p5043.bmp,SC320,320,0.5333333333333333,4,320,240,RGB,5782a020a25bd1d4318e1429147c76df44299fc5e6e2ac80922765c69af8fb1f,0.4115234375,0.10349628223382376,0.2892405390739441,0.2705882489681244,0.38823530077934265,0.4000000059604645,0.11902926127115886,0.5398121540505421,0.5342356798632426,0.052507993542341036,0.14376464502042863,0.373728306362109,0.05393673852086067,0.13333338499069214,2.883861943018893,7.0,0.04698623635500712,0.7961776989132332,0.9965112424364277,0.5937396479587929,0.0,0.20148710647049517,3.2840373358645785,1.5655750672361968,1.7587090650213575,1.161841480778358,0.028349944629014398,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005062490112324,7.999493750988767,0.0,0.0,0.0,0.9271069765462989
123,1,0.9992943768635493,1,4,0.98245557259875,0.4939544942224287,Dataset\IR_trans_bmp\p5_320\p5045.bmp,p5_320,p5045.bmp,SC320,320,0.5333333333333333,4,320,240,RGB,a46c6c508f5a7e3f1ad38010656f49ec4fb9dbafae2e204ddef6c8ec82c2a638,0.416875,0.10782108945527237,0.2911548912525177,0.2705882489681244,0.38823530077934265,0.4000000059604645,0.12137519836425781,0.4724782976056837,0.5285108448983247,0.03962716718991708,0.14195437378120845,0.3724668703096426,0.05216362699866295,0.12313980609178543,2.8896098855207386,7.0,0.04991254372813593,0.7971488910014403,0.9966835171568628,0.5951182645909926,0.0,0.16541729135432284,3.1794102948525738,1.7208895552223888,1.6944027986006998,1.22063968015992,0.01924037981009495,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.8963644629763343
125,1,0.9999003943312806,1,4,0.9967719661157929,0.5125045964034538,Dataset\IR_trans_bmp\p5_320\p5047.bmp,p5_320,p5047.bmp,SC320,320,0.5333333333333333,4,320,240,RGB,598a0197ddef643b3dd9e74d9f4d74bd84d7a30df73146b632666e31d19ccd46,0.4592578125,0.11683819568484023,0.2850647270679474,0.2666666805744171,0.3843137323856354,0.4000000059604645,0.13091819763183593,0.4895191675078257,0.5338419577355745,0.035427756817295514,0.1411144518613575,0.47992311551210975,0.04863107576966286,0.11699166893959045,2.860879543505799,6.0,0.07190042811374783,0.7938705529580569,0.9964804855047488,0.591470516429228,0.0,0.18190581497547562,3.4700462136032435,1.6602874883048397,1.6001814521845141,1.0562785291032293,0.0313005018286978,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.8234146364247414
129,1,0.9998956444241569,1,4,0.9917441602405694,0.544578338548572,Dataset\IR_trans_bmp\p5_320\p5051.bmp,p5_320,p5051.bmp,SC320,320,0.5333333333333333,4,320,240,RGB,70b34f187be3fafbe63772bd3d47f5f324d9d2cb35a95dc6087a25f1a2bc6e28,0.4229427083333333,0.11255464564989841,0.28852301836013794,0.2705882489681244,0.3843137323856354,0.4000000059604645,0.12202870686848959,0.49019473755110454,0.5394067733852201,0.0406083360940314,0.14465349709174627,0.3779633455597039,0.05305243656039238,0.12863700091838837,2.890416257036403,8.0,0.05104365494735546,0.7957386890603177,0.9965299718520221,0.5929463106043199,0.0,0.2118096176343821,3.2958561664922112,1.5838926174496644,1.8395419001293023,1.038605997167662,0.030293701126777907,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098516101225294,7.999014838987747,0.0,0.0,0.0,0.8884335999145109
131,1,0.9978236175921111,1,5,0.9929293759732604,0.663251345729474,Dataset\IR_trans_bmp\p6_400\p6001.bmp,p6_400,p6001.bmp,SC400,400,0.6666666666666666,5,320,240,RGB,9bde9fe83e60a1ddf8e13ab85356e194a0b429863769c992511fdf8bdef83948,0.41278645833333333,0.12097028578638572,0.33901095390319824,0.32549020648002625,0.4588235318660736,0.46666666865348816,0.13993913014729817,0.5303867907979937,0.5562796484468642,0.06395901722434182,0.14731427630354488,0.13696048792020543,0.07150235772132874,0.18468886613845825,3.1271824986734402,7.0,0.07687212163270456,0.8246431830209061,0.975112974877451,0.6562343223422181,0.0,0.09715475364330327,2.212604882972683,1.5166235568733835,0.9112358841713457,1.304397198914895,1.9196265219859945,0.03835720143839506,7.747397640527412,0.23443315879124346,0.018169200681345025,0.0,0.0,0.0,0.0,0.0,0.003532900132483755,0.04920825184530944,0.19986120749479527,0.5208504195318907,7.226547220995521,0.0,0.0,0.0,0.840541766473179
